Sr No,Name,Address,Occupation,State,Unit1,Unit2,Unit3,Unit4,Unit5
425,Beth Thompson,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,Northwest Territories,49952,630.28,107.53,5.81,0.65
426,Allen Rosenblatt,Avery 498,Labels,Northwest Territories,50117,14.49,2.89,0.5,0.38
427,Beth Thompson,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,Northwest Territories,50278,-27.53,20.98,8.83,0.37
428,Beth Thompson,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,Northwest Territories,50278,-355.94,100.8,60,0.59
429,Susan Vittorini,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,Northwest Territories,50374,1443.35,120.98,9.07,0.35
430,Sylvia Foulston,Brown Kraft Recycled Envelopes,Envelopes,Northwest Territories,50565,-138.82,16.98,12.39,0.35
431,Joy Bell,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",Northwest Territories,50688,27.86,12.98,3.14,0.6
432,Becky Castell,Bell Sonecor JB700 Caller ID,Telephones and Communication,Northwest Territories,50754,-58.34,7.99,5.03,0.6
433,Carlos Daly,A1228,Telephones and Communication,Northwest Territories,50914,2763.13,195.99,8.99,0.58
434,Cari Schnelling,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,Northwest Territories,51169,-192.92,136.98,24.49,0.59
435,Jim Radford,8290,Telephones and Communication,Northwest Territories,51938,-488.31,125.99,5.63,0.6
436,Allen Rosenblatt,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,Northwest Territories,51970,-343.47,115.99,56.14,0.4
437,Dorothy Badders,Fellowes Neat Ideas® Storage Cubes,Storage & Organization,Northwest Territories,51971,-1129.96,32.48,35,0.81
438,Dorothy Badders,"Lesro Round Back Collection Coffee Table, End Table",Tables,Northwest Territories,51971,-803.52,182.55,69,0.72
439,Mike Pelletier,Avery 492,Labels,Northwest Territories,52193,10.51,2.88,0.5,0.39
440,Mike Pelletier,Newell 343,Pens & Art Supplies,Northwest Territories,52193,6.04,2.94,0.96,0.58
441,Doug Bickford,Recycled Eldon Regeneration Jumbo File,Storage & Organization,Northwest Territories,52321,-37.52,12.28,6.13,0.57
442,Doug Bickford,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,Northwest Territories,52321,5626.42,349.45,60,
443,Susan Vittorini,Canon S750 Color Inkjet Printer,Office Machines,Northwest Territories,52386,-188.58,120.97,26.3,0.38
444,Andrew Gjertsen,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,Northwest Territories,52807,204.74,21.98,2.87,0.55
445,Muhammed MacIntyre,"AT&T Black Trimline Phone, Model 210",Office Machines,Northwest Territories,52929,-90.14,15.99,9.4,0.49
446,Muhammed MacIntyre,Newell 318,Pens & Art Supplies,Northwest Territories,52929,-6.53,2.78,1.25,0.59
447,Muhammed MacIntyre,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,Northwest Territories,52929,7.34,6.47,1.22,0.4
448,Muhammed MacIntyre,Staples Vinyl Coated Paper Clips,Rubber Bands,Northwest Territories,52929,19.68,3.93,0.99,0.39
449,Jim Radford,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,Northwest Territories,52964,828.27,136.98,24.49,0.59
450,Bryan Davis,Avery 491,Labels,Northwest Territories,53156,56.44,4.13,0.99,0.39
451,Anthony Johnson,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,Northwest Territories,53511,-243.24,5.81,8.49,0.39
452,Anthony Johnson,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,Northwest Territories,53511,-53.62,9.65,6.22,0.55
453,Doug Bickford,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,Northwest Territories,53797,-213.32,58.14,36.61,0.61
454,Carlos Daly,T18,Telephones and Communication,Northwest Territories,53990,1411.03,110.99,2.5,0.57
455,Don Miller,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,Northwest Territories,54083,258.01,279.81,23.19,0.59
456,Don Jones,Honeywell Quietcare HEPA Air Cleaner,Appliances,Northwest Territories,54274,328,78.65,13.99,0.52
457,Chad Cunningham,Staples Colored Bar Computer Paper,Paper,Northwest Territories,54276,299.59,35.44,4.92,0.38
458,Ralph Arnett,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,Northwest Territories,54528,-85.91,11.66,8.99,0.59
459,Ralph Arnett,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,Northwest Territories,54528,-6.38,10.48,2.89,0.6
460,Nicole Hansen,Eldon® 200 Class™ Desk Accessories,Office Furnishings,Northwest Territories,54567,-61.59,6.28,5.41,0.53
461,Fred Wasserman,"Memorex 80 Minute CD-R, 30/Pack",Computer Peripherals,Northwest Territories,54628,115.54,22.98,1.99,0.46
462,Bryan Mills,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Northwest Territories,55298,-165.6,300.98,64.73,0.56
463,Ralph Arnett,"Dual Level, Single-Width Filing Carts",Storage & Organization,Northwest Territories,55363,542.16,155.06,7.07,0.59
464,Doug Bickford,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Computer Peripherals,Northwest Territories,55366,-204.65,55.94,6.55,0.68
465,Eugene Barchas,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,Northwest Territories,55715,16.65,5.28,2.99,0.37
466,Brad Eason,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,Northwest Territories,55875,39.29,7.59,4,0.42
467,Brad Eason,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage & Organization,Northwest Territories,55875,-104.96,5.98,4.69,0.68
468,Dorothy Wardle,Epson DFX-8500 Dot Matrix Printer,Office Machines,Northwest Territories,56453,-5572.39,2550.14,29.7,0.57
469,Ralph Knight,Xerox 194,Paper,Northwest Territories,57127,171.82,55.48,14.3,0.37
470,Sylvia Foulston,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Telephones and Communication,Northwest Territories,57344,-71.03,28.99,8.59,0.56
471,Neola Schneider,Avery 493,Labels,Northwest Territories,57509,101.13,4.91,0.5,0.36
472,Neola Schneider,"Bevis Round Bullnose 29"" High Table Top",Tables,Northwest Territories,57509,-202.58,259.71,66.67,0.61
473,Grant Carroll,GBC Recycled Regency Composition Covers,Binders and Binder Accessories,Northwest Territories,57600,584.15,59.78,10.29,0.39
474,Grant Carroll,Avery 506,Labels,Prince Edward Island,57600,85.81,4.13,0.5,0.39
475,Grant Carroll,Xerox 197,Paper,Prince Edward Island,57600,-8.42,30.98,17.08,0.4
476,Julia West,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,Prince Edward Island,58055,-56.45,7.38,5.21,0.56
477,Muhammed MacIntyre,Xerox 1935,Paper,Prince Edward Island,58144,257.32,26.38,5.86,0.39
478,Susan Vittorini,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,Prince Edward Island,58150,-119.62,2.16,6.05,0.37
479,Sylvia Foulston,Eureka The Boss® Cordless Rechargeable Stick Vac,Appliances,Prince Edward Island,58340,278.12,50.98,13.66,0.58
480,Doug Bickford,Eldon® Wave Desk Accessories,Office Furnishings,Prince Edward Island,58368,-4.43,2.08,5.33,0.43
481,Doug Bickford,Xerox 1905,Paper,Prince Edward Island,58368,-206.46,6.48,9.54,0.37
482,Doug Bickford,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,Prince Edward Island,58368,-76.11,64.98,6.88,0.73
483,Dorothy Badders,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,Prince Edward Island,58434,268.32,19.23,6.15,0.44
484,Henry Goldwyn,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Prince Edward Island,58626,673.77,300.98,64.73,0.56
485,Henry Goldwyn,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,Prince Edward Island,58626,2608.72,500.98,26,0.6
486,Henry Goldwyn,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Prince Edward Island,58626,171.59,45.19,1.99,0.55
487,Grant Carroll,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,Prince Edward Island,58688,-41.87,11.97,5.81,0.6
488,Chad Cunningham,Presstex Flexible Ring Binders,Binders and Binder Accessories,Prince Edward Island,59045,32.87,4.55,1.49,0.35
489,Beth Thompson,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,Prince Edward Island,59047,19.2,28.48,1.99,0.4
490,Beth Thompson,Eldon Image Series Black Desk Accessories,Office Furnishings,Prince Edward Island,59047,-93.93,4.14,6.6,0.49
491,Andrew Gjertsen,Avery 485,Labels,Prince Edward Island,59202,21.92,12.53,0.5,0.38
492,Andrew Gjertsen,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,Prince Edward Island,59202,7.45,5.85,2.27,0.56
493,Sylvia Foulston,Global Adaptabilities™ Conference Tables,Tables,Prince Edward Island,59207,-945.56,280.98,81.98,0.78
494,Michelle Lonsdale,Kensington 7 Outlet MasterPiece Power Center,Appliances,Prince Edward Island,59234,2109.21,177.98,0.99,0.56
495,Michelle Lonsdale,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Prince Edward Island,59234,11.46,50.98,14.19,0.56
496,Cari Schnelling,Xerox 1885,Paper,Prince Edward Island,59395,367.12,48.04,7.23,0.37
497,Henry Goldwyn,Avery 479,Labels,Prince Edward Island,59558,37.73,2.61,0.5,0.39
498,Edward Hooks,"AT&T Black Trimline Phone, Model 210",Office Machines,Prince Edward Island,59585,-110.93,15.99,9.4,0.49
499,Brendan Dodson,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,Prince Edward Island,59651,-196.06,8.04,8.94,0.4
500,Brendan Dodson,Eldon Pizzaz™ Desk Accessories,Office Furnishings,Prince Edward Island,59651,-52.92,2.23,4.57,0.41
501,Harold Engle,GBC Binding covers,Binders and Binder Accessories,Prince Edward Island,645,89.45,12.95,4.98,0.4
502,Roy French,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,Prince Edward Island,769,4.15,115.99,56.14,0.4
503,Helen Abelman,Talkabout T8367,Telephones and Communication,Prince Edward Island,773,324.93,65.99,8.99,0.56
504,Guy Armstrong,Logitech Access Keyboard,Computer Peripherals,Prince Edward Island,1187,20.21,15.98,4,0.37
505,Jennifer Braxton,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,Prince Edward Island,2339,-120.45,140.85,19.99,0.73
506,Giulietta Baptist,Newell 336,Pens & Art Supplies,Prince Edward Island,3521,28.71,4.28,0.94,0.56
507,Jack Lebron,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,Prince Edward Island,4007,112.36,56.96,13.22,0.56
508,Jack Lebron,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,Prince Edward Island,4007,-232.24,279.48,35,0.8
509,Erica Bern,GBC DocuBind P100 Manual Binding Machine,Binders and Binder Accessories,Prince Edward Island,4416,2665.4,165.98,19.99,0.4
510,Erica Bern,Avery 497,Labels,Prince Edward Island,4454,21.42,3.08,0.5,0.37
511,Helen Abelman,SAFCO Folding Chair Trolley,Chairs & Chairmats,Prince Edward Island,5153,1467.82,128.24,12.65,
512,Guy Armstrong,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Envelopes,Prince Edward Island,5446,44.1,10.98,4.8,0.36
513,Helen Abelman,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,Prince Edward Island,8131,191.29,29.89,1.99,0.5
514,Christopher Schild,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,Prince Edward Island,8994,-580.32,40.48,19.99,0.77
515,Roy French,Accessory31,Telephones and Communication,Prince Edward Island,9027,458.98,35.99,0.99,0.35
516,Roy French,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,Prince Edward Island,9216,-86.68,180.98,55.24,0.57
517,Jennifer Braxton,Bush Mission Pointe Library,Bookcases,Prince Edward Island,9537,-382.38,150.98,66.27,0.65
518,Jennifer Braxton,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,Prince Edward Island,9537,-149.09,3.81,5.44,0.36
519,Joy Smith,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,Prince Edward Island,9574,-68.98,11.5,7.19,0.4
520,Evan Minnotte,Boston KS Multi-Size Manual Pencil Sharpener,Pens & Art Supplies,Prince Edward Island,10435,-14.31,22.99,8.99,0.57
521,Evan Minnotte,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Pens & Art Supplies,Prince Edward Island,10435,-162.24,11.66,7.95,0.58
522,Jenna Caffey,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",Prince Edward Island,10851,-175.13,12.88,4.59,0.82
523,Harold Engle,Recycled Premium Regency Composition Covers,Binders and Binder Accessories,Prince Edward Island,10852,-27.26,15.28,10.91,0.36
524,Harold Engle,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,Prince Edward Island,10852,3030.16,300.98,54.92,0.55
525,Harold Engle,i1000,Telephones and Communication,Prince Edward Island,11269,354.96,65.99,5.99,0.58
526,Harold Engle,Avery 493,Labels,Prince Edward Island,11269,112.35,4.91,0.5,0.36
527,Harold Engle,Fellowes Super Stor/Drawer®,Storage & Organization,Prince Edward Island,11269,-19.32,27.75,19.99,0.67
528,Hilary Holden,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,Prince Edward Island,11362,569.57,110.98,13.99,0.69
529,Hilary Holden,*Staples* Letter Opener,"Scissors, Rulers and Trimmers",Prince Edward Island,11362,-119.66,2.18,5,0.81
530,Hilary Holden,Canon PC1060 Personal Laser Copier,Copiers and Fax,Prince Edward Island,11362,-690.21,699.99,24.49,0.41
531,Hilary Holden,LX 677,Telephones and Communication,Prince Edward Island,11362,424.14,110.99,8.99,0.57
532,Christopher Schild,Avery Hi-Liter® Fluorescent Desk Style Markers,Pens & Art Supplies,Prince Edward Island,11968,26.09,3.38,0.85,0.48
533,Harold Engle,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,Prince Edward Island,12293,119.64,8.74,1.39,0.38
534,Greg Guthrie,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,Prince Edward Island,12773,-4.61,2.78,1.49,0.39
535,Greg Guthrie,Eldon Image Series Black Desk Accessories,Office Furnishings,Prince Edward Island,12773,-49.6,4.14,6.6,0.49
536,Greg Guthrie,Xerox 213,Paper,Prince Edward Island,12773,-77.18,6.48,7.86,0.37
537,Greg Guthrie,Newell 342,Pens & Art Supplies,Prince Edward Island,12773,-50.88,3.28,3.97,0.56
538,Guy Armstrong,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,Prince Edward Island,12934,186.64,9.78,1.39,0.39
539,Guy Armstrong,Newell 337,Pens & Art Supplies,Prince Edward Island,12934,-66.35,3.28,3.97,0.56
540,Joy Smith,GBC Binding covers,Binders and Binder Accessories,Prince Edward Island,13120,82.59,12.95,4.98,0.4
541,Joy Smith,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,Prince Edward Island,13120,-17.37,24.92,12.98,0.39
542,Erica Bern,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,Prince Edward Island,13604,1166.4,83.1,6.13,0.45
543,Erica Bern,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,Prince Edward Island,13604,-1396.22,90.98,56.2,0.74
544,Dan Reichenbach,Xerox 1985,Paper,Prince Edward Island,13927,-21.41,6.48,5.16,0.37
545,Erica Bern,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Computer Peripherals,Prince Edward Island,15044,167.37,39.99,10.25,0.55
546,Guy Armstrong,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Prince Edward Island,15139,636.2,300.98,64.73,0.56
547,Guy Armstrong,"Tennsco Lockers, Sand",Storage & Organization,Prince Edward Island,15139,-1163.21,20.98,45,0.61
548,Evan Minnotte,Xerox 1920,Paper,Prince Edward Island,15463,-193.48,5.98,7.5,0.4
549,Joy Smith,Xerox 1928,Paper,Prince Edward Island,15618,-34.98,5.28,6.26,0.4
550,Joy Smith,Xerox 1939,Paper,Prince Edward Island,15618,26.27,18.97,9.54,0.37
551,Joy Smith,StarTAC 7760,Telephones and Communication,Prince Edward Island,15618,-11.4,65.99,3.99,0.59
552,Paul Gonzalez,Magna Visual Magnetic Picture Hangers,Office Furnishings,Prince Edward Island,16100,-115.54,4.82,5.72,0.47
553,Filia McAdams,M3682,Telephones and Communication,Prince Edward Island,16320,176.87,125.99,8.08,0.57
554,Joy Smith,Xerox 1978,Paper,Prince Edward Island,16419,-103.65,5.78,5.67,0.36
555,Greg Guthrie,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,Prince Edward Island,17090,-443.78,140.98,36.09,0.77
556,Greg Guthrie,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,Prince Edward Island,17090,-1086.43,122.99,70.2,0.74
557,Joy Smith,"Wirebound Message Book, 4 per Page",Paper,Prince Edward Island,17315,64.01,5.43,0.95,0.36
558,Joy Smith,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,Prince Edward Island,17376,425.08,28.48,1.99,0.4
559,Greg Guthrie,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,Prince Edward Island,18210,2437.17,363.25,19.99,0.57
560,Greg Guthrie,Newell 335,Pens & Art Supplies,Prince Edward Island,18210,12.58,2.88,0.7,0.56
561,Jack Lebron,Zoom V.92 USB External Faxmodem,Computer Peripherals,Prince Edward Island,18273,-3.68,49.99,19.99,0.41
562,Joy Smith,Telescoping Adjustable Floor Lamp,Office Furnishings,Prince Edward Island,18788,-19.33,19.99,11.17,0.6
563,Evan Minnotte,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,Prince Edward Island,19042,54.9,40.98,7.47,0.37
564,Chuck Magee,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,Prince Edward Island,19073,20.08,10.64,5.16,0.57
565,Chuck Magee,Prang Drawing Pencil Set,Pens & Art Supplies,Prince Edward Island,19073,5.81,2.78,1.34,0.45
566,Filia McAdams,Xerox 1992,Paper,Prince Edward Island,19365,-43.36,5.98,5.2,0.36
567,Jack Lebron,TI 36X Solar Scientific Calculator,Office Machines,Prince Edward Island,19617,270.69,23.99,6.3,0.38
568,Jack Lebron,V 3600 Series,Telephones and Communication,Prince Edward Island,19617,-296.37,65.99,8.99,0.58
569,Jack Lebron,Sharp AL-1530CS Digital Copier,Copiers and Fax,Prince Edward Island,20033,-1011.32,499.99,24.49,0.36
570,Harold Engle,Hon 4-Shelf Metal Bookcases,Bookcases,Prince Edward Island,21223,-144.43,100.98,26.22,0.6
571,Harold Engle,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Office Furnishings,Prince Edward Island,21223,122.41,51.65,18.45,0.65
572,Jack Lebron,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,Prince Edward Island,21378,391.6,28.53,1.49,0.38
573,Jack Lebron,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,Prince Edward Island,21378,26.94,99.99,19.99,0.5
574,Frank Atkinson,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,Prince Edward Island,21542,-27.34,21.38,8.99,0.59
575,Frank Atkinson,Bretford CR4500 Series Slim Rectangular Table,Tables,Prince Edward Island,21542,715.18,348.21,84.84,0.66
576,Jack Lebron,Euro Pro Shark Stick Mini Vacuum,Appliances,Prince Edward Island,22469,-678.63,60.98,49,0.59
577,Jack Lebron,Hon 5100 Series Wood Tables,Tables,Prince Edward Island,22469,40.32,290.98,69,0.67
578,Evan Minnotte,Belkin ErgoBoard™ Keyboard,Computer Peripherals,Prince Edward Island,22656,-77.89,30.98,6.5,0.64
579,Joy Smith,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,Prince Edward Island,22695,161.13,10.06,2.06,0.39
580,Dan Reichenbach,Coloredge Poster Frame,Office Furnishings,Prince Edward Island,23076,122.21,14.2,5.3,0.46
581,Jack Lebron,8860,Telephones and Communication,Prince Edward Island,24038,82.04,65.99,5.26,0.56
582,Frank Atkinson,Xerox 1920,Paper,Prince Edward Island,24067,-79.35,5.98,7.5,0.4
583,Frank Atkinson,252,Telephones and Communication,Prince Edward Island,24067,751.38,65.99,5.92,0.55
584,Erica Bern,Sharp 1540cs Digital Laser Copier,Copiers and Fax,Prince Edward Island,24388,-704.66,549.99,49,0.35
585,Jack Lebron,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,Prince Edward Island,24451,-564.74,68.81,60,0.41
586,Filia McAdams,Wilson Jones Impact Binders,Binders and Binder Accessories,Prince Edward Island,24806,-57.99,5.18,5.74,0.36
587,Jack Lebron,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,Prince Edward Island,24965,580.15,420.98,19.99,0.35
588,Jack Lebron,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,Prince Edward Island,24965,330.63,29.18,8.55,0.42
589,Giulietta Baptist,Sanford Liquid Accent Highlighters,Pens & Art Supplies,Prince Edward Island,25154,13.84,6.68,1.5,0.48
590,Joy Smith,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,Prince Edward Island,25315,3506.24,225.04,11.79,0.42
591,Joy Smith,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,Prince Edward Island,25315,4.34,2.84,0.93,0.54
592,Joy Smith,Hon iLevel™ Computer Training Table,Tables,Prince Edward Island,25315,-1048.25,31.76,45.51,0.65
593,Greg Guthrie,"Eldon® 200 Class™ Desk Accessories, Burgundy",Office Furnishings,Prince Edward Island,25376,-31.83,6.28,5.29,0.43
594,Carlos Soltero,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Prince Edward Island,26240,439.77,39.48,1.99,0.54
595,Carlos Soltero,3M Hangers With Command Adhesive,Office Furnishings,Prince Edward Island,26240,12,3.7,1.61,0.44
596,Harold Engle,X-Rack™ File for Hanging Folders,Storage & Organization,Prince Edward Island,26791,-48.2,11.29,5.03,0.59
597,Erica Bern,688,Telephones and Communication,Prince Edward Island,28836,2342.21,195.99,4.2,0.6
598,Erica Bern,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,Prince Edward Island,28836,170.08,172.99,19.99,0.39
599,Hilary Holden,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,Prince Edward Island,28995,73.19,30.98,5.76,0.4
600,Hilary Holden,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,Prince Edward Island,28995,80.92,19.98,8.68,0.37
601,Jack Lebron,Timeport L7089,Telephones and Communication,Prince Edward Island,29121,575.33,125.99,7.69,0.58
602,Filia McAdams,Safco Contoured Stacking Chairs,Chairs & Chairmats,Prince Edward Island,29319,1151.69,238.4,24.49,
603,Filia McAdams,Canon PC-428 Personal Copier,Copiers and Fax,Prince Edward Island,29319,983.55,199.99,24.49,0.46
604,Greg Guthrie,Staples Standard Envelopes,Envelopes,Prince Edward Island,29382,78.96,5.68,1.39,0.38
605,Greg Guthrie,12-1/2 Diameter Round Wall Clock,Office Furnishings,Prince Edward Island,29382,35.09,19.98,10.49,0.49
606,Harold Engle,Lexmark Z55se Color Inkjet Printer,Office Machines,Prince Edward Island,29445,415.55,90.97,28,0.38
607,Philip Brown,Binder Clips by OIC,Rubber Bands,Prince Edward Island,29762,0.78,1.48,0.7,0.37
608,Helen Abelman,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,Prince Edward Island,30048,433.63,180.98,55.24,0.57
609,Hilary Holden,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,Prince Edward Island,30243,650.56,60.22,3.5,0.57
610,Hilary Holden,Canon PC-428 Personal Copier,Copiers and Fax,Prince Edward Island,30243,340.88,199.99,24.49,0.46
611,Christopher Schild,Aluminum Document Frame,Office Furnishings,Prince Edward Island,30372,-7.39,12.22,2.85,0.55
612,Carlos Soltero,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,Prince Edward Island,30499,5.66,5.98,2.5,0.36
613,Carlos Soltero,Newell 312,Pens & Art Supplies,Prince Edward Island,30499,42.34,5.84,1.2,0.55
614,Erica Bern,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,Prince Edward Island,32199,-99.76,4.91,4.97,0.38
615,Erica Bern,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,Prince Edward Island,32199,-3061.82,3499.99,24.49,0.37
616,Erica Bern,Newell 312,Pens & Art Supplies,Prince Edward Island,32199,-0.01,5.84,1.2,0.55
617,Erica Bern,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Tables,Prince Edward Island,32327,-1430.45,550.98,147.12,0.8
618,Joy Smith,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Prince Edward Island,32676,523.43,45.19,1.99,0.55
619,Joy Smith,KF 788,Telephones and Communication,Prince Edward Island,32835,-19.44,45.99,4.99,0.56
620,Christopher Schild,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,Prince Edward Island,32869,-82.83,8.12,2.83,0.77
621,Christopher Schild,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Office Furnishings,Prince Edward Island,32869,25.04,51.65,18.45,0.65
622,Christopher Schild,Sanford Liquid Accent Highlighters,Pens & Art Supplies,Prince Edward Island,32869,-7.51,6.68,1.5,0.48
623,Christopher Schild,2180,Telephones and Communication,Prince Edward Island,32869,930.99,175.99,8.99,0.57
624,Evan Minnotte,Sharp AL-1530CS Digital Copier,Copiers and Fax,Prince Edward Island,33763,-234.79,499.99,24.49,0.36
625,Christopher Schild,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,Prince Edward Island,34048,-10.74,22.23,3.63,0.52
626,Greg Guthrie,*Staples* Highlighting Markers,Pens & Art Supplies,Prince Edward Island,34275,26.66,4.84,0.71,0.52
627,Harold Engle,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,Prince Edward Island,34438,-30.72,20.15,8.99,0.58
628,Philip Brown,Xerox 1995,Paper,Prince Edward Island,34880,-62.43,6.48,5.19,0.37
629,Carlos Soltero,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,Prince Edward Island,34978,-269.91,3.52,6.83,0.38
630,Jennifer Braxton,Catalog Binders with Expanding Posts,Binders and Binder Accessories,Prince Edward Island,35141,469.28,67.28,19.99,0.4
631,Dan Reichenbach,*Staples* Packaging Labels,Labels,Prince Edward Island,35300,7.15,2.89,0.49,0.38
632,Dan Reichenbach,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,Prince Edward Island,35300,126.03,41.32,8.66,0.76
633,Dan Reichenbach,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,Prince Edward Island,35300,29.62,8.95,2.01,0.39
